year,month,day,weekend,hour,collision_type,injury_type,primary_factor,reported_location,unique_id
2011,8,6,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 2ND & S GRANT ST,18819
2011,5,3,Weekday,900,3+ Cars,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,2ND ST & DUNN,18820
2011,8,4,Weekday,1800,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,E 2ND ST & S HENDERSON,18821
2011,8,5,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND ST & HENDERSON,18822
2011,2,2,Weekday,2300,3+ Cars,No injury/unknown,IMPROPER TURNING,E 2ND & S WASHINGTON ST,18823
2011,7,2,Weekday,1500,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,2ND ST & WOODLAWN,18824
2011,8,5,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND ST & WOODLAWN,18825
2011,11,1,Weekend,1500,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,2ND ST & WOODLAWN,18826
2011,10,5,Weekday,1400,1-Car,No injury/unknown,IMPROPER TURNING,PARK & SECOND ST,18827
2011,5,1,Weekend,0,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COLLEGE AVE,18828
2011,6,6,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COLLEGE AVE,18829
2011,10,3,Weekday,1200,2-Car,No injury/unknown,VIEW OBSTRUCTED,S COLLEGE AVE,18830
2011,7,3,Weekday,1100,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,EAST SECOND ST & S HIGHLAND,18831
2011,3,2,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ARCH HAVEN AVE,18832
2011,8,3,Weekday,1100,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,2ND ST & JORDAN,18833
2011,1,6,Weekend,2000,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 2ND ST & S HIGH,18834
2011,2,5,Weekday,1700,2-Car,No injury/unknown,LEFT OF CENTER,2ND ST & HIGH,18835
2011,8,4,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,E SECOND ST,18836
2011,12,6,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,MORNINGSIDE & SMITH RD,18837
2011,10,6,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,2ND ST & ROOSEVELT,18838
2011,1,2,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 2ND ST & S COLLEGE MALL,18839
2011,5,2,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 2ND & S COLLEGE MALL RD,18840
2011,7,6,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 2ND & S COLLEGE MALL RD,18841
2011,9,7,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL & COLLEGE MALL RD,18842
2011,11,4,Weekday,800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,2ND ST & HIGH,18843
2011,11,4,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,2ND & SOUTH COLLEGE MALL RD,18844
2011,11,6,Weekday,800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,2ND & S COLLEGE MALL RD,18845
2011,12,3,Weekday,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,2ND & COLLEGE MALL RD,18846
2011,7,1,Weekend,300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,2ND ST & COLLEGE MALL,18847
2011,11,2,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND ST & WOODSCREST,18848
2011,7,2,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 2ND ST & WOODSCREST,18849
2011,10,5,Weekday,2200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,2ND ST & WOODSCREST,18850
2011,12,4,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,ARCH HAVEN & LANDMARK AVE,18851
2011,3,4,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,2ND ST & WOODCREST,18852
2011,8,5,Weekday,1200,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,ARCH HAVEN & LANDMARK AVE,18853
2011,11,7,Weekend,1400,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,2ND & COLLEGE MALL RD,18854
2011,10,4,Weekday,1200,Cyclist,Non-incapacitating,UNSAFE SPEED,S COLLEGE MALL RD,18855
2011,8,3,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND ST & PATTERSON,18856
2011,9,3,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & PATTERSON DR,18857
2011,9,2,Weekday,0,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,S PATTERSON DR & W 2ND,18858
2011,11,3,Weekday,900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S PATTERSON DR & W 2ND,18859
2011,10,5,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,1200 W 2ND ST & S PATTERSON,18860
2011,8,4,Weekday,700,Pedestrian,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,2ND ST & ADAMS,18861
2011,1,2,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LANDMARK AVE,18862
2011,9,1,Weekend,200,2-Car,No injury/unknown,LEFT OF CENTER,PARK AVE & UNIVERSITY,18863
2011,4,7,Weekend,100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HENDERSON ST & UNIVERSITY,18864
2011,10,2,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND ST & ADAMS,18865
2011,1,4,Weekday,200,2-Car,No injury/unknown,UNSAFE BACKING,S LINCOLN ST,18866
2011,5,2,Weekday,800,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,HENDERSON & UNIVERSITY ST,18867
2011,7,3,Weekday,1300,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E UNIVERSITY & S HENDERSON ST,18868
2011,11,3,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD RD,18869
2011,5,3,Weekday,1700,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,JORDAN AVE & UNIVERSITY,18870
2011,10,3,Weekday,1900,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,2ND & COLLEGE AVE,18871
2011,9,5,Weekday,2100,2-Car,No injury/unknown,UNSAFE BACKING,W BLOOMFIELD RD,18872
2011,5,6,Weekday,1500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,FAIRFAX & WALNUT STREET PIKE,18873
2011,3,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD RD & LANDMARK,18874
2011,3,3,Weekday,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BLOOMFIELD RD & LANDMARK,18875
2011,5,4,Weekday,1600,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,BLOOMFIELD RD & LANDMARK,18876
2011,8,2,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,1300 W BLOOMFIELD RD & 600 S LANDMARK,18877
2011,4,1,Weekend,100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,9TH & COLLEGE AVE,18878
2011,8,2,Weekday,2000,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,BUICK CADILAC DR & CLARIZZ,18879
2011,1,6,Weekday,1200,3+ Cars,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,S COLLEGE & W 1RST ST,18880
2011,3,6,Weekday,1600,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,BLOOMFIELD RD & RANSOM,18881
2011,10,4,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY PIKE & STATE ROAD 48,18882
2011,4,2,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,1ST & WALNUT ST,18883
2011,1,5,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 1ST & S WALNUT ST,18884
2011,4,3,Weekday,500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E 1ST ST,18885
2011,4,4,Weekday,1200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,1ST & S WALNUT ST,18886
2011,4,5,Weekday,1400,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 1ST ST & S HENDERSON,18887
2011,5,2,Weekday,2200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,1ST & WALNUT ST,18888
2011,5,5,Weekday,1000,Bus,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,E 1ST & S WASHINGTON ST,18889
2011,6,2,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 1ST ST & S WALNUT,18890
2011,6,4,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 1ST & S WALNUT ST,18891
2011,8,3,Weekday,1600,Moped/Motorcycle,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,1ST ST & FESS,18892
2011,10,7,Weekend,1200,2-Car,No injury/unknown,UNSAFE BACKING,WEST 1ST ST,18893
2011,11,2,Weekday,900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,1ST ST & HENDERSON,18894
2011,1,3,Weekday,1600,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,1ST ST & FESS,18895
2011,10,3,Weekday,1500,Moped/Motorcycle,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,EAST 1ST & FESS AVE,18896
2011,1,6,Weekend,2200,Pedestrian,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,E 1ST & S WOODLAWN AVE,18897
2011,3,7,Weekend,2000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH RANSON & WEST BLOOMFIELD RD,18898
2011,10,5,Weekday,1600,Pedestrian,No injury/unknown,DISREGARD SIGNAL/REG SIGN,1ST & HIGH ST,18899
2011,6,3,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL RD,18900
2011,8,7,Weekend,1600,1-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,SOUTH CORY LN,18901
2011,6,7,Weekend,800,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S BASSWOOD DR,18902
2011,10,2,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,3RD & COLLEGE MALL RD,18903
2011,2,3,Weekday,900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FIELDSTONE & MONARCH CT,18904
2011,9,6,Weekday,1000,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,INDIANA AVE & KIRKWOOD,18905
2011,11,2,Weekday,2200,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,S COLLEGE AVE,18906
2011,11,4,Weekday,1800,Cyclist,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,HENDERSON & WYLIE ST,18907
2011,5,7,Weekend,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DOYLE & SOUTH CURRY PIKE,18908
2011,8,6,Weekday,1600,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,DOYLE & S CURRY PIKE,18909
2011,12,3,Weekday,100,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,S WOODSCREST DR,18910
2011,10,6,Weekend,1900,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S CURRY PIKE,18911
2011,9,3,Weekday,900,2-Car,No injury/unknown,IMPROPER PASSING,AUTO MALL & BUICK CADILLAC BLVD,18912
2011,11,6,Weekend,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,WOODSCREST DR & WYNWOOD,18913
2011,2,2,Weekday,1900,2-Car,No injury/unknown,UNSAFE BACKING,SOUTH BASSWOOD DR,18914
2011,4,2,Weekday,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,E BUICK CADILLAC & S COLLEGE MALL RD,18915
2011,4,6,Weekend,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,BUICK CADILLAC & COLLEGE MALL RD,18916
2011,9,7,Weekend,1900,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,BUICK CADILLAC & COLLEGE MALL RD,18917
2011,10,6,Weekday,1400,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,BUICK CADILLAC & COLLEGE MALL RD,18918
2011,9,7,Weekend,2000,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S ANNA LEE & SR 45 ST,18919
2011,10,5,Weekday,1300,2-Car,No injury/unknown,IMPROPER TURNING,HENDERSON & MAXWELL ST,18920
2011,10,1,Weekend,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E MAXWELL LN & PARK,18921
2011,2,4,Weekday,0,2-Car,No injury/unknown,UNSAFE SPEED,MAXWELL LN,18922
2011,4,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E MAXWELL & S HAWTHORNE ST,18923
2011,10,5,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,HENDERSON ST & MAXWELL,18924
2011,8,1,Weekend,1300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,17TH & GRANT ST,18925
2011,11,1,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HAWTHORNE & MAXWELL LN,18926
2011,6,4,Weekday,800,Bus,No injury/unknown,DISREGARD SIGNAL/REG SIGN,HIGH ST & MAXWELL,18927
2011,1,5,Weekday,1600,2-Car,No injury/unknown,VIEW OBSTRUCTED,S COLLEGE MALL RD,18928
2011,6,7,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,MAXWELL & MAXWELL LN,18929
2011,4,7,Weekend,1100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,GARRISON CHAPEL RD & TRENDMAR,18930
2011,1,6,Weekend,2100,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,S ROGERS ST & W DODDS,18931
2011,2,2,Weekday,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S ROGERS ST & W DODDS,18932
2011,8,3,Weekday,0,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DODDS & ROGERS ST,18933
2011,10,2,Weekday,1700,2-Car,Non-incapacitating,IMPROPER LANE USAGE,GOODNIGHT & S CLARIZZ BLVD,18934
2011,10,5,Weekday,1900,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,ADAIR & PLEASANT RIDGE RD,18935
2011,1,5,Weekday,1100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,BRIGHTON CRST & SMITH,18936
2011,4,6,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SO FAIRVIEW & W DODDS ST,18937
2011,11,4,Weekday,2200,2-Car,No injury/unknown,IMPROPER TURNING,DODDS ST & FAIRVIEW,18938
2011,7,3,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DODDS & LINCOLN ST,18939
2011,4,1,Weekend,0,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BASSWOOD DR,18940
2011,10,6,Weekday,700,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD RD & CORY,18941
2011,6,4,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DODDS & WALNUT ST,18942
2011,4,1,Weekend,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,NOTA DR,18943
2011,7,5,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,S CORY LN & W BLOOMFIELD,18944
2011,8,6,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BLOOMFIELD & CORY LN,18945
2011,2,7,Weekend,1700,2-Car,No injury/unknown,ACCELERATOR FAILURE OR DEFECTIVE,SOUTH COLLEGE MALL RD,18946
2011,8,5,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SOUTH LIBERTY DR & WEST 3RD,18947
2011,11,4,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL RD,18948
2011,9,2,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,BLOOMFIELD RD & CURRY,18949
2011,9,6,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,S COLLEGE MALL RD,18950
2011,1,4,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S CURRY PIKE & W GIFFORD,18951
2011,3,2,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S CURRY PIKE & W GIFFORD,18952
2011,8,4,Weekday,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,CURRY PIKE & GIFFORD,18953
2011,7,2,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S PAPER BIRCH & W WOODSIDE DR,18954
2011,5,3,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S BASSWOOD DR,18955
2011,11,5,Weekday,1300,2-Car,No injury/unknown,IMPROPER TURNING,W DIXIE ST,18956
2011,9,4,Weekday,1200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S FAIRVIEW ST & W DIXIE,18957
2011,10,6,Weekday,400,2-Car,Non-incapacitating,UNSAFE SPEED,CLARIZZ BLVD & GOODNIGHT,18958
2011,9,6,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,S COPPERBEECH WAY,18959
2011,3,6,Weekday,1500,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,GARRISON CHAPEL RD & RICE,18960
2011,8,5,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LIBERTY DR & STATE ROAD 48,18961
2011,5,3,Weekday,2200,2-Car,Non-incapacitating,DRIVER ASLEEP OR FATIGUED,S CURRY PIKE & W GIFFORD,18962
2011,6,1,Weekend,1300,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,CURRY PIKE & GIFFORD,18963
2011,1,2,Weekday,2100,Pedestrian,Non-incapacitating,PEDESTRIAN ACTION,DIXIE & SOUTH ROGERS ST,18964
2011,10,7,Weekend,1800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WEST DIXIE ST,18965
2011,6,4,Weekday,1300,2-Car,No injury/unknown,IMPROPER LANE USAGE,DIXIE ST ST & FAIRVIEW ST,18966
2011,2,7,Weekend,1600,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SUGAR MAPLE CT,18967
2011,5,2,Weekday,1700,2-Car,No injury/unknown,IMPROPER PASSING,W ALLEN & W BLOOMFIELD RD,18968
2011,9,5,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ALLEN & BLOOMFIELD RD,18969
2011,1,7,Weekend,300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ALLEN ST & BLOOMFIELD,18970
2011,9,3,Weekday,1300,1-Car,Non-incapacitating,BRAKE FAILURE OR DEFECTIVE,WEST ALLEN ST,18971
2011,8,4,Weekday,2200,3+ Cars,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,S BASSWOOD DR,18972
2011,2,6,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ALLEN & W BLOOMFIELD RD,18973
2011,1,6,Weekday,900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,S ADAMS & W ALLEN ST,18974
2011,5,6,Weekday,800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,ADAMS & ALLEN ST,18975
2011,9,5,Weekday,1200,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,ADAMS ST & ALLEN,18976
2011,9,2,Weekday,1900,1-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,CIRCLE DR & MITCHELL,18977
2011,11,4,Weekday,2100,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S ADAMS & W ALLEN ST,18978
2011,11,4,Weekday,1800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,ADAMS ST & ALLEN,18979
2011,7,7,Weekend,1200,1-Car,No injury/unknown,UNSAFE LANE MOVEMENT,HILLSIDE & S ROGERS ST,18980
2011,12,2,Weekday,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SOUTHDOWNS ST & WOODLAWN,18981
2011,12,6,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,E BURKS DR,18982
2011,7,3,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,600 BLK W ALLEN ST & FAIRVIEW,18983
2011,3,7,Weekend,0,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COPPERBEACH & HEARTWOOD CT,18984
2011,2,6,Weekend,2200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,BLOOMFIELD RD & SHADELAND,18985
2011,5,2,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ALLEN & WASHINGTON ST,18986
2011,11,2,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ALLEN ST & STRONG,18987
2011,9,6,Weekday,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,1200 WEST ALLEN ST & PATTERSON,18988
2011,6,1,Weekend,1300,2-Car,No injury/unknown,INSECURE/LEAKY LOAD,ALLEN & PATTERSON DR,18989
2011,6,6,Weekday,1200,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ALLEN ST & PATTERSON,18990
2011,9,5,Weekday,1500,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ALLEN & PATTERSON DR,18991
2011,6,7,Weekend,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S ROGERS ST & W ALLEN,18992
2011,9,7,Weekend,1500,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,VERNAL & WEST VERNAL PIKE,18993
2011,11,6,Weekday,1300,1-Car,Non-incapacitating,DRIVER ASLEEP OR FATIGUED,ALLEN & BLOOMFIELD RD,18994
2011,1,7,Weekend,300,2-Car,No injury/unknown,UNSAFE BACKING,ALLEN & MADISON ST,18995
2011,7,3,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,COVENANTER DR & NOTA,18996
2011,10,7,Weekend,0,2-Car,No injury/unknown,UNSAFE BACKING,W ALDER CT,18997
2011,10,6,Weekend,2100,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,COLLEGE MALL RD & COVANANTER,18998
2011,3,3,Weekday,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,COVENANTER & S COLLEGE MALL RD,18999
2011,5,6,Weekend,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL RD & COVENANTER,19000
2011,12,5,Weekday,2300,1-Car,No injury/unknown,UNSAFE SPEED,E COVENANTER & S COLLEGE MALL RD,19001
2011,12,1,Weekday,2200,1-Car,No injury/unknown,IMPROPER TURNING,COLLEGE MALL RD & COVENANTER,19002
2011,11,4,Weekday,700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,BLOOMFIELD RD & ROLLING RIDGE,19003
2011,9,5,Weekday,1800,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,S ROLLING RIDGE & W BLOOMFIELD RD,19004
2011,1,2,Weekday,400,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BLOOMFIELD RD & ROLLING RIDGE,19005
2011,1,4,Weekday,200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COVENANTER DR,19006
2011,12,7,Weekend,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MCCARTNEY & SARE RD,19007
2011,10,5,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY PIKE & STEBU,19008
2011,10,3,Weekday,1800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S PATTERSON DR,19009
2011,12,2,Weekday,1400,2-Car,No injury/unknown,LEFT OF CENTER,S PATTERSON DR,19010
2011,7,6,Weekend,2300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E COVENANTER DR,19011
2011,10,5,Weekday,1200,3+ Cars,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,2100 N WALNUT ST & 45 46,19012
2011,1,2,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E FENBROOK & S SMITH RD,19013
2011,8,3,Weekday,2100,Moped/Motorcycle,Non-incapacitating,UNSAFE SPEED,PARK SQUARE & W GIFFORD RD,19014
2011,1,1,Weekend,1600,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,W GIFFORD RD,19015
2011,4,2,Weekday,1000,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S CURRY PIKE,19016
2011,6,5,Weekday,1000,2-Car,Fatal,OVERCORRECTING/OVERSTEERING,BRUMMETTS CREEK ROAD & SR46E,19017
2011,7,5,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,DAVIS & LINCOLN ST,19018
2011,12,3,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,W BLOOMFIELD & WEIMER RD,19019
2011,12,2,Weekday,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,WEIMER & WEST BLOOMFIELD RD,19020
2011,2,6,Weekend,2100,Pedestrian,Non-incapacitating,UNSAFE BACKING,COLLEGE MALL RD,19021
2011,5,7,Weekend,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COLLEGE MALL RD,19022
2011,5,7,Weekend,1300,2-Car,No injury/unknown,IMPROPER TURNING,S COLLEGE MALL RD,19023
2011,8,5,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S COLLEGE MALL RD,19024
2011,9,2,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COLLEGE MALL RD,19025
2011,9,4,Weekday,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH COLLEGE MALL RD,19026
